"date","agenda","speechnumber","speaker","party","party.facts.id","chair","terms","text","parliament","iso3country","year"
"2010-01-06","Immigration Control",362,"Philip Hollobone","Con",1567,FALSE,22,"To repeat my answer to the Minister's point, net immigration from this point on needs to be cut by 75 per cent.","UK-HouseOfCommons","GBR",2010
"2010-01-06","Immigration Control",364,"Philip Hollobone","Con",1567,FALSE,37,"One cannot do anything about that. If we are to stop the UK's population rising from 61 million today to 70 million in 2029, we will have to cut net immigration every year by 75 per cent.","UK-HouseOfCommons","GBR",2010
"2010-01-06","Immigration Control",365,"Philip Davies","Con",1567,FALSE,86,"One thing that the Minister clearly does not think is important at all is the need to deal with the illegal immigrants already in this country, whom the Government do absolutely nothing about. Does my hon. Friend share my concern that when people come to constituency surgeries with immigration cases, it often transpires, from the Home Office reply that their application for leave to remain expired in 2001 or 2002, yet they are still in the country and the Government do absolutely nothing to remove them?","UK-HouseOfCommons","GBR",2010
"2010-01-06","Immigration Control",367,"Stewart Jackson","Con",1567,FALSE,88,"Is my hon. Friend as surprised as me about the rather cocky attitude of the Minister, given that when the Conservative party promised in its manifesto for the May 2005 election an Australian-style points system to deal with immigration from outside the EU, it was comprehensively rubbished as racist by the Minister's party? Lo and behold, within three years, the same policy has become the official policy of the Government. Is my hon. Friend surprised that this Government lack any credibility whatsoever, given that kind of disgraceful behaviour?","UK-HouseOfCommons","GBR",2010
"2010-01-06","Immigration Control",372,"Philip Hollobone","Con",1567,FALSE,411,"I am reassured to hear those remarks, and as we are on that subject, I shall deal with it now. Countries such as Italy, Spain and Belgium have had amnesties. I am sure that the Minister has more statistics, but I believe that Italy, for example, has had five such programmes. In 1987-88, 119,000 illegal immigrants were regularised. The figure increased at subsequent stages to 235,000 in 1990, 259,000 in 1996, 308,000 in 1998, and 700,000 in 2002. The point is that once one starts to regularise illegal immigrants, further illegal immigration is encouraged. That is why the Mayor of London is wrong-headed on this issue, and why no UK Government of whatever colour should ever consider an amnesty for illegal immigrants. On the point made by my hon. Friend the Member for Shipley about the removal of illegal immigrants, in reply to a question that I asked the Minister in May 2009-he will not be able to dispute these statistics-he told me that 66,275 people were removed or departed voluntarily from the UK in 2008, and 63,365 in 2007. The estimate of the number of illegal immigrants in this country varies, and I would be interested to hear in the Minister's closing remarks, as we have lots of time before the end of the debate, the Government's latest estimate of the number of illegal immigrants still in the UK. I have been able to ascertain from the figures that that number is somewhere between 600,000 and 750,000. With a removal rate of 66,000 a year, it will take the best part of a decade to remove all those people from this country. Indeed, the right hon. Member for Harrow, East (Mr. McNulty), the then Minister responsible for immigration, said on BBC 2's â€œNewsnightâ€ programme in May 2006 that it would take at least 10 years to clear the backlog of illegal immigrants in this country. My constituents want that to happen, and while I very much doubt the present Government's determination to see it through, I would welcome the Minister's comments about the strength of his determination to remove from our shores those who have entered our country illegally. The situation concerns not just my constituents in Kettering, but legal migrants to this country who have gone through all the hoops, who have done their best to abide by all the rules and who are furious at those who have crossed the seas to come to our country without permission.","UK-HouseOfCommons","GBR",2010
"2010-01-06","Immigration Control",374,"Philip Hollobone","Con",1567,FALSE,234,"It is difficult, but even this Government are making some progress on it. If they are removing 66,000 people a year, it shows that they are being at least a little bit effective in dealing with the issue. They can do it if they carry on at that rate, but they need to be determined. I hope that we will hear later that that is their intention. There is another group of people in this country who are here illegally and in a very difficult situation. They have applied for asylum in this country and have, quite rightly, been turned down. However, they are, in effect, left in limbo. Often they are not able to go back to the countries from which they have come. Under our rules, we are not able to support them, and theirs is a dreadful existence. Any properly humanitarian approach to people crossing borders would include an effective policy to deal with them. I do not know how many people fall into that category. I hope that the Minister will be able to tell us how many people have failed to secure asylum in this country-I am not disputing whether they have a right to be here-but are still here because they have nowhere else to go. We are not able to support those individuals, and we must come up with a policy to deal with their human needs.","UK-HouseOfCommons","GBR",2010
"2010-01-06","Immigration Control",375,"Stewart Jackson","Con",1567,FALSE,94,"Will my hon. Friend join me in paying tribute to the Red Cross, which does fantastic work to help people in that situation? In my constituency, we have had significant problems over the past three years with Darfuri asylum seekers and Zimbabweans. They are literally living on sofas and existing on tins of soup under the auspices of the Red Cross, which does its best. It simply is not good enough, in the fourth or fifth richest economy in the world, that people are in that situation while others are treated much more generously.","UK-HouseOfCommons","GBR",2010
"2010-01-06","Immigration Control",376,"Philip Hollobone","Con",1567,FALSE,83,"My hon. Friend is right. This is an example of how a tough immigration policy is fairer and kinder. If we make it clear to people that they cannot come into this country and claim asylum, if they have crossed many other safe countries before they get here, we will reduce the number of people who try to do so. I do not believe that we should offer asylum to people who have crossed other safe countries before they get to the UK.","UK-HouseOfCommons","GBR",2010
"2010-01-06","Immigration Control",379,"Phil Woolas","Lab",1516,FALSE,44,"I agree with that instinct. The difficulty, of course, is the Geneva convention. Does the hon. Gentleman support the idea that we should reform it so that asylum claims are allowed only in the first few hours or days after arrival in this country?","UK-HouseOfCommons","GBR",2010
"2010-01-06","Immigration Control",381,"Phil Woolas","Lab",1516,FALSE,42,"I agree with the intent, but how would the hon. Gentleman determine that? How would he know if somebody claiming asylum as a Zimbabwean were not Zimbabwean or whether they had arrived through an unknown route? How would he cope with that?","UK-HouseOfCommons","GBR",2010
"2010-01-06","Immigration Control",382,"Philip Hollobone","Con",1567,FALSE,32,"If somebody came on a cross-channel ferry from the north coast of France and claimed asylum in this country, that should not be permitted. They should be sent back across the channel.","UK-HouseOfCommons","GBR",2010
"2010-01-06","Immigration Control",383,"Phil Woolas","Lab",1516,FALSE,41,"The hon. Gentleman is saying that if somebody arrives on the shore of the UK and claims asylum they should be sent back to France. Is that compatible with the Geneva convention? Does he think that the Geneva convention needs reform?","UK-HouseOfCommons","GBR",2010
"2010-01-06","Immigration Control",384,"Philip Hollobone","Con",1567,FALSE,101,"That is compatible with the Geneva convention and that always used to be the case. The problem with not applying these rules correctly is that asylum seekers are encouraged to chance their arm to come to these shores. That is why the French are all too happy for these people to live on the north coast of France, chancing their arm and jumping on the nearest lorry or ferry to get here. It is a humanitarian catastrophe that is the result of a weak, feeble-minded immigration policy. The tougher a nation is on such issues, the fairer and kinder it is.","UK-HouseOfCommons","GBR",2010
"2010-01-06","Immigration Control",388,"Philip Hollobone","Con",1567,FALSE,123,"I do not know which international body is responsible for enforcing the Geneva convention-presumably it is the United Nations. The Secretary-General of the UN ought to have a word with the President of France about why so many people are being left in limbo in that country. I can see why people want to come to our shores: we are an English-speaking nation and we are prosperous. But my constituents are concerned that, at a time when we are sending our young men and women to die in Afghanistan in defence of ours and other people's freedoms, refugees are making their way halfway across the world to claim asylum in this country from the very country that we are trying to sort out.","UK-HouseOfCommons","GBR",2010
"2010-01-06","Immigration Control",390,"Philip Hollobone","Con",1567,FALSE,130,"My hon. Friend is right. One of the big magnets is London. It may surprise lots of people to learn that London is the biggest city in Europe and the most cosmopolitan city in the world. Some 40 per cent. of the population in Greater London were born overseas. It is a huge magnet for illegal immigration. There are many good things about the diverse population in our capital city, but there are many bad things as well, one of which is the large number of illegal immigrants here who attract further illegal immigrants from other countries. It is a disgrace to the European Union that so many refugees from across the world are making their way across countries in the EU to try to claim asylum in the UK.","UK-HouseOfCommons","GBR",2010
"2010-01-06","Immigration Control",391,"Phil Woolas","Lab",1516,FALSE,61,"I agree with the hon. Gentleman's point: the pull factor is a real problem. Diaspora communities attract people. Illegal operatives and agents charge money and promise people things. However, France has more asylum claims than the UK does. This is a global or a western problem, not just a UK problem. I think that the hon. Gentleman agrees with that point.","UK-HouseOfCommons","GBR",2010
"2010-01-06","Immigration Control",392,"Philip Hollobone","Con",1567,FALSE,144,"I am not particularly concerned about how many asylum claims France has. It needs to speak to its European partners about that. But clearly there is a problem with the external border of the EU if so many are coming in in the first place. Britain is almost the last country that people can get to, apart from the Republic of Ireland, if they are coming from Africa or Asia, and they will have had to cross so many other safe countries before they get here. So in a way France's problem is a bit like ours, and the EU countries closer to the external border on the east and the south need to do more about it. I strongly suspect that Spain, through the Canaries, Italy, Malta, Greece and other countries are not being tough enough on the people coming across the Mediterranean.","UK-HouseOfCommons","GBR",2010
"2010-01-06","Immigration Control",395,"Andrew Turner","Con",1567,FALSE,51,"Will my hon. Friend give me some information? Is not the point that if people come to this country, there are no circumstances in which they can claim asylum legally, except for those who have come in a boat from an unknown source? Nobody else who comes can legally claim asylum.","UK-HouseOfCommons","GBR",2010
"2010-01-06","Immigration Control",397,"Phil Woolas","Lab",1516,FALSE,118,"That is an important point. I should say, factually-for information, not to make a point-that until 2006 17 per cent. of asylum claims within the EU member states were duplicate claims: people had claimed in Greece and Ireland, for example, or France and Germany. The Dublin agreement and Dublin II allow us to return people to the country of first claim. The problem with that is that it could be argued that it encourages routes. The truth is that there are different routes within the EU. For example, Germany is a destination for people from some colonial countries, as are Denmark, Sweden, the UK and France, so this is a European Union problem. But I respect that point.","UK-HouseOfCommons","GBR",2010
"2010-01-06","Immigration Control",398,"Philip Hollobone","Con",1567,FALSE,274,"I am grateful to the Minister for that most helpful intervention. Perhaps I should bring us back on track. Although asylum is an important issue for all hon. Members and our constituents, the number of asylum claims is small compared with immigration as a whole. I believe that asylum claims are now running at a rate of about 30,000 a year, which is only 10 per cent. of net foreign migration. The big problem in this country is legal immigration, which brings us back to the population projections of 70 million. I understand that a migrant now arrives on our shores every minute. We must build a new home every six minutes for new migrants. Immigration will add 7 million to the population of England in the next 15 to 20 years, which is seven times the population of Birmingham. Immigration directly added a million people to the UK's population in the years 2003 to 2007. There was a net inflow of 2.3 million people to the UK between 1991 and 2006, and 8 per cent. came from the new east European members of the EU. I differ from my party in not agreeing with the free movement of people across EU borders. Effectively, we have, by agreement of our Government, uncontrolled immigration within the EU. The Government told us that there would be 13,000 new arrivals from the new entrant eastern European EU countries, but the figure was approaching 1 million at its peak-perhaps the Minister will confirm what the figure was-which was a world apart from the 13,000 that we were told about, and it has placed huge strain on local infrastructure.","UK-HouseOfCommons","GBR",2010
"2010-01-06","Immigration Control",407,"Philip Hollobone","Con",1567,FALSE,648,"There have been lots of problems as a result of lots of people from eastern European coming here all at once. One example involves motor vehicles. Someone who drives their motor car over to this country from Poland is allowed to run it on the roads for six months before being required to take it for an MOT to ensure that it meets British standards. As far as I can tell from questions that I have asked in the House, there is no effective monitoring of the time that people take to put their cars through an MOT. I strongly suspect that tens of thousands of effectively illegal motor vehicles from eastern Europe, which have not had the required MOT, are being driven on British streets. That is just one example of the problem. If we had a controlled migration system, we could have tackled the issue in a sensible and controlled way. Given that we effectively flung open our borders to all and sundry from eastern Europe, however, the danger posed by vehicles on British roads has increased. The Government are not taking the population projections of up to 70 million seriously; indeed, as we have heard today, they do not believe them. However, all sorts of statistics show the effect on our country. The Department for Transport's 2008 road transport forecast predicts a one-third increase in vehicle traffic by 2025. Quite reasonably, I asked the Minister of State, Department for Transport, how much of that increase was driven by unacceptably high levels of immigration. His reply on the Floor of the House was:â€œI have seen lots of tenuous causal links, although not one involving immigrationâ€- If important Departments of State such as the Department for Transport are not taking the impact of immigration seriously, the country will be heading for the buffers. We already know that our roads are far too congested. On many routes on our rail network, there is often only standing room at peak times. The idea that our roads can absorb a one-third increase in traffic by 2025 fills me with absolute horror-I have no idea how on earth this country will absorb that traffic. If the 70 million estimate is wrong-if it is on the downside, and the number is actually higher-we are heading for even more trouble. Immigration is an important concern for my constituents, as I am sure it is for many constituents around the country. Those of us who express concerns about immigration are not racist and we will have our say because it is important that the issue is taken up by mainstream politicians; if it is not, the extremists will have their day. I very much support the efforts of the all-party group on balanced migration, because we must tackle the issue of net immigration. We must cut it by 75 per cent., from 168,000 a year to 40,000 a year. The Government should have an explicit and reasoned target for net immigration, as recommended by the House of Lords, and they should adjust their immigration policies in line with that objective. That mention of the House of Lords brings me to the economic benefit of immigration. In a major report in April 2008, the House of Lords Economic Affairs Committee said,â€œwe have found no evidence for the argument, made by the Government, business and many others, that net immigration-immigration minus emigration-generates significant economic benefits for the existing UK population...The overall fiscal impact of immigration is likely to be small, though this masks significant variations across different immigrant groups.â€I simply do not accept the Government's argument that immigration is of net economic benefit to our country. I forecast that there will be grave problems for England and the United Kingdom unless this Government or the next Government take balanced migration seriously. If they do not, we will be heading for an unsustainable population of 70 million.","UK-HouseOfCommons","GBR",2010
"2010-01-06","Immigration Control",410,"Lorely Burt","LibDem",1388,FALSE,713,"In that case, I shall do my best to share the time equitably. As for the concerns of the hon. Member for Kettering (Mr. Hollobone) and those expressed by his constituents when he meets them on the doorstep, the situation in Solihull is very similar. In Solihull, as in Kettering, the number of ethnic minority people is low-about 8 per cent. However, the perception in this country is damaging. Many people whom I speak to on the doorstep see the country as full-bursting to the seams, with immigrants coming and taking jobs and social housing and pushing the indigenous whites to the back of the queue for health, housing and other services. We ignore that perception at our peril. I agree with the hon. Gentleman that that is the elephant in the room. We cannot ignore the perceptions of the people of the United Kingdom. Much of what they believe is not factually accurate. Tabloid newspapers-I name and shame the Daily Mail-feed on people's worst fears and paint a picture that is so exaggerated that the vast majority of people in Parliament could not, I am sure, recognise it. However, it is a real fear, and so we must address it and do whatever is necessary to reassure the British people that that is not the situation. We must address the real concerns, many of which the hon. Gentleman has outlined today. We have had quite a discussion about Europe. More British people work in other parts of Europe than there are Europeans in the United Kingdom, but most people, certainly in the west midlands, where I come from, see immigrants as people with a different skin colour from theirs. In the west midlands, they are seen as mostly emanating from the Indian subcontinent. The Government have made a number of mistakes, some of which were outlined by the hon. Gentleman, but the first was made by a Conservative Government, when the then Mrs. Thatcher abolished exit checks. That situation was not redressed by the Labour Government. How can we know how many people we have here when we do not count them out? The hon. Gentleman mentioned the prediction of 52,000 people coming over four years when the EU eastern European borders were opened. The actual figure was 766,000. I wonder whether that was the worst Government forecast in history. It must be close. Many areas have been left without resources. That has fuelled the sense of resentment of indigenous white people, and we need to deal with that where resources are scarce. We need to look at where the people are going and whether those are the appropriate places for them. We need to reintroduce exit checks, first and foremost, and to know who is actually here. We need hard-headed assessments of need in different regions and different parts of the economy. In the south, there is not even enough water, but areas such as Scotland need more migrants. We would propose a points system to match the need with the area. New migrants should be permitted to settle only in the appropriate areas, as opposed to congregating in areas such as Sparkhill in Birmingham, where it is difficult even to see a white face as one goes through. We also need to reassert control over our borders, with a national border force with police powers of arrest. We should not join the EU open borders scheme, but we should co-operate on cross-border crime across the EU. We need more employment checks on rogue employers. In nearly 12 years up to 2008, there were only 114 such prosecutions, and certainty of detection in all areas of crime is the highest guarantee of compliance with the law. Often, the lack not of rules, but of enforcement causes disregard of the rules and laws of this country. Immigrants must tolerate and respect British values, which is why a reduction in the availability of language lessons is a short-sighted and mean-spirited action by the Government. The numbers were reduced by 39 per cent. between 2005-06 and 2006-07. The Conservative policy of annual immigration limits is not, however, the answer, because economies are flexible and needs vary in unplanned ways. If the set level was reached, would the Conservatives block Robinho from joining Manchester City?","UK-HouseOfCommons","GBR",2010
"2010-01-06","Immigration Control",413,"Tom Brake","LibDem",1388,FALSE,210,"I congratulate the hon. Member for Kettering (Mr. Hollobone) on securing the debate. I agree with him on at least one point: we should certainly not be scared of discussing this matter. It is not to anyone's benefit to pretend that it is not an issue. We need to discuss the benefits and disbenefits of immigration in an open and frank manner, because we will all benefit from that and it will help to put down the extremist parties who want to use it to their advantage. What is important about the debate is the way in which we conduct it and the tone that we use. A couple of comments made by hon. Members fell into the category of being unhelpful in tone, such as the remark by the hon. Member for Kettering that we have flung open our borders to all and sundry. He cannot substantiate that statement, and it is clear that we have not thrown them open to all and sundry. The hon. Member for Peterborough (Mr. Jackson) referred to the fact that half the people in police custody in his area do not speak English. That might be something that he can substantiate statistically, or it could be a throwaway comment with no factual basis.","UK-HouseOfCommons","GBR",2010
"2010-01-06","Immigration Control",418,"Tom Brake","LibDem",1388,FALSE,140,"We could get into a long discussion about that. Presumably, â€œall and sundryâ€ would apply to people from all over the world, not just to the Polish people to whom the hon. Gentleman refers. My point is that we must be careful about the terms and tone that we use so that we have an open and frank debate that is based on fact, rather than people's perceptions-or, occasionally, their prejudices. Immigration is clearly an issue, however. We have heard lots of statistics, but it would be useful to cite other figures in this debate-perhaps the Minister will refer to them. We often believe that immigration is a problem for the UK alone, but it would be interesting if the Minister referred, for example, to the number of asylum seekers, refugees and illegal immigrants in South Africa, Chad and Kenya.","UK-HouseOfCommons","GBR",2010
"2010-01-06","Immigration Control",420,"Tom Brake","LibDem",1388,FALSE,686,"I accept that, but it is helpful to have such facts and figures in the public domain so that the British public can appreciate that immigration is an issue across the world and not just something that the UK-the fourth richest country in the world-has to deal with. It is often something that very poor countries have to deal with, to a much greater extent and at much greater cost than we do. My hon. Friend the Member for Solihull (Lorely Burt) spoke about Britons who work in the EU, and there are more Britons living abroad than there are foreigners living in the United Kingdom. One in 10 British nationals lives abroad for part of or all the year-that is 6 million people, including about 1 million pensioners. When debating whether there should be tighter restrictions in the EU, for example, or whether we are being too generous, perhaps we should talk to Spanish politicians about how generous the Spaniards are towards those British pensioners who retire to the Costa del Sol and use the country's excellent health services. Clearly, there is a quid pro quo. The UK receives many immigrants from other EU countries, which puts pressure on our system. Equally, however, there are other European Union countries that are not as enamoured as we feel that they should be about receiving British citizens who make use of their services. This cuts both ways, so it would be useful to have some of those facts in this debate. Public perception is obviously that immigration is an issue. A recent poll found that more than 60 per cent. of the population believed that there were too many immigrants living in Britain. What can we do to address that? A degree of incompetence and underinvestment in the system has threatened the historically progressive approach that we in this country have had to immigration. It is not the Labour party that is responsible for that, but rather parties or Governments of the past. Before I was elected in 1997, there was a Conservative Government. I remember seeing asylum seekers in my surgery who had been trying to get their cases dealt with for eight, nine or 10 years. There is a historical legacy on immigration and asylum that recent Governments have failed to address. I am fortunate in that my hon. Friend has outlined all the Liberal Democrat policies that have been proposed to tackle problems involving immigration, such as exit controls, a national border force and a regional points-based system. The only initiative that she did not mention was that of ensuring that employers pay more for permits to employ immigrant workers coming to the UK, so that that money can be used to train British workers to do the jobs that those immigrants have taken. Before I conclude, I will touch briefly on the issue of amnesty. There is clearly a split within the Conservative party on that issue. Research conducted by Boris Johnson identified that there were about 750,000 irregular migrants in London. It is our view that under certain strictly controlled circumstances, as outlined by my hon. Friend, there is a case for dealing with those people in a compassionate way. How many Labour and Conservative Members have campaigned publically in their local papers in support of families in their constituencies who might have been in an irregular position but perhaps have children at local schools? Perhaps an exception should be made in such circumstances. Perhaps an amnesty could apply to a particular individual or family. We must be compassionate if there are strict controls in place, such as a 10-year period, no criminal record, the ability to speak English and so on. I shall conclude on that point to allow the official Opposition spokesman to make his remarks. I believe that it is possible to have a fair and firm immigration policy that is beneficial to the country as a whole, and we are moving slowly in that direction. We should not be afraid of saying that immigration provides benefits to the UK, providing that it takes place in a controlled manner.","UK-HouseOfCommons","GBR",2010
"2010-01-06","Immigration Control",421,"Damian Green","Con",1567,FALSE,587,"I am grateful to the hon. Member for Carshalton and Wallington (Tom Brake) for sitting down a little early. As he mentioned, a lot has been said today, and I congratulate my hon. Friend the Member for Kettering (Mr. Hollobone) on securing this debate on what we all agree is an important topic. I believe-as I know my hon. Friend believes-that the country needs a significant change in policy. I would like to correct one factual error. Things have been said with which some of us agree and others disagree, but the factual error was made when the hon. Member for Solihull (Lorely Burt) repeated the Government's canard that all exit controls were taken off by the Conservative Government. In fact, the main exit controls were taken off in 1998 by the current Government. Some controls were taken off in 1994, but the final abolition of exit controls was in 1998 under this Government. I know that the Minister dislikes me pointing out that fact, but I feel the need to do so. A lot of the good, detailed debate between my hon. Friend the Member for Kettering and the Minister attempted to establish what lies at the root of the projection of a population of 70 million in 20 years' time. At the root of that projection lies the sheer scale of the rate of change in our population over the past decade. The current Government's immigration policy has seen the largest and most sustained rise in immigration in the UK's history. There has been a fivefold increase in the 10 years between 1997-when this Government came to power-and 2007. Even after that, our most recent figures show that 512,000 people came to the UK as immigrants in the year ending December 2008. That is a pretty small change from the 527,000 from the year ending December 2007. As my hon. Friend pointed out, the sheer scale of those numbers puts pressure on the public services. We have heard about GPs, police and housing, which are vital public services that lie at the core of what many people-particularly the most disadvantaged-demand from the political system. When people feel that they are not getting a decent service in those essential public services, they are turned off from mainstream politics, and that is what lies at the root of the problems. It is about the scale of change. It is also worth noting that grants of settlement-those who are staying here permanently-rose by 19 per cent. between 2007 and 2008 from just under 125,000 to 149,000. That suggests that the pressure on public resources imposed by these high immigration numbers will be permanent. The problem with the solution that the Minister is no doubt about to commend to us-the points-based system-is that it does not work without other measures, which need to be introduced, not least because the immigration system itself is still in chaos. Over the years, we have seen a series of Home Office scandals. The latest is the student visa scandal. For many years, the Minister's predecessors-I will exempt him from this because he has taken some action, but for many years the Government ignored warnings about abuse of the student visa system, and the consequence was tens of thousands of bogus students in the UK and hundreds of unregulated colleges providing student visas but little education. That has been extremely dangerous, as we have seen recently, but it has also been a significant contributor to the collapse of public confidence in our immigration system.","UK-HouseOfCommons","GBR",2010
"2010-01-06","Immigration Control",422,"Stewart Jackson","Con",1567,FALSE,69,"What does my hon. Friend make of the comments of Andrew Neather, the former speechwriter to the former Prime Minister, Tony Blair? Andrew Neather let the cat out of the bag in the media a few weeks ago by saying that the policy of uncontrolled immigration was in fact a systematic and pre-planned policy to teach the right a lesson, rather than some accident that happened to this Government.","UK-HouseOfCommons","GBR",2010
